Timestamp,Coin,PriceUSD
2025-05-14 00:04:55.247,Bitcoin,104184.49039270742
2025-05-14 01:04:38.428,Bitcoin,103917.7359966492
2025-05-14 02:04:47.816,Bitcoin,103858.60396107004
2025-05-14 03:04:23.157,Bitcoin,103700.05269875677
2025-05-14 04:07:25.977,Bitcoin,103556.45885636128
2025-05-14 05:04:14.941,Bitcoin,103700.90096775675
2025-05-14 06:04:46.847,Bitcoin,103878.53354621866
2025-05-14 07:07:14.462,Bitcoin,103717.46530373387
2025-05-14 08:02:25.693,Bitcoin,103663.5497768388
2025-05-14 09:04:40.480,Bitcoin,103468.82472880279
2025-05-14 10:03:59.301,Bitcoin,103293.13171967196
2025-05-14 11:04:56.362,Bitcoin,103746.51631775557
2025-05-14 12:09:09.247,Bitcoin,103975.28155532911
2025-05-14 13:06:10.803,Bitcoin,104129.23681507706
2025-05-14 14:04:29.437,Bitcoin,103949.55688600815
2025-05-14 15:18:26.230,Bitcoin,103240.50497954589
2025-05-14 16:04:49.308,Bitcoin,103411.5875926134
2025-05-14 17:06:29.909,Bitcoin,103410.52259318183
2025-05-14 18:11:37.277,Bitcoin,103236.43383121496
2025-05-14 19:04:41.943,Bitcoin,103360.77315539285
2025-05-14 20:09:55.331,Bitcoin,103462.91792934247
2025-05-14 21:04:55.158,Bitcoin,103541.32991390128
2025-05-14 22:05:59.187,Bitcoin,103616.5641306095
2025-05-14 23:04:39.457,Bitcoin,103500.55803017515
2025-05-15 00:01:30.831,Bitcoin,103546.46918182234
2025-05-15 01:07:45.691,Bitcoin,103798.18025222377
2025-05-15 02:07:41.935,Bitcoin,103147.88093550252
2025-05-15 03:06:32.292,Bitcoin,103089.72958890599
2025-05-15 04:09:06.605,Bitcoin,102815.83535741437
2025-05-15 05:04:42.645,Bitcoin,102905.98275243046
2025-05-15 06:09:54.305,Bitcoin,102431.01681734665
2025-05-15 07:09:03.317,Bitcoin,102306.61847027586
2025-05-15 08:04:47.926,Bitcoin,101842.9630220415
2025-05-15 09:09:55.460,Bitcoin,102228.46374839121
2025-05-15 10:09:46.624,Bitcoin,101775.76120644069
2025-05-15 11:09:47.897,Bitcoin,101829.9751948105
2025-05-15 12:09:29.901,Bitcoin,102312.39420890273
2025-05-15 13:04:54.118,Bitcoin,102608.73433980295
2025-05-15 14:06:34.803,Bitcoin,102271.11362732355
2025-05-15 15:04:50.299,Bitcoin,101853.27241327312
2025-05-15 16:04:55.461,Bitcoin,103086.80093931165
2025-05-15 17:07:31.765,Bitcoin,103777.5914622185
2025-05-15 18:09:34.005,Bitcoin,103977.5367463436
2025-05-15 19:03:02.209,Bitcoin,103060.49374205088
2025-05-15 20:04:59.415,Bitcoin,103087.36701019295
2025-05-15 21:04:57.432,Bitcoin,103429.09594246546
2025-05-15 22:04:52.893,Bitcoin,103169.59627070383
2025-05-15 23:08:50.326,Bitcoin,103553.93506366151
2025-05-16 00:09:52.942,Bitcoin,103782.3671140446
2025-05-16 01:09:59.990,Bitcoin,103812.14447323454
2025-05-16 02:09:46.666,Bitcoin,104095.83301023155
2025-05-16 03:04:37.759,Bitcoin,104209.18515019871
2025-05-16 04:04:55.983,Bitcoin,104106.84509644518
2025-05-16 05:09:53.147,Bitcoin,103921.6763892081
2025-05-16 06:08:32.591,Bitcoin,103957.37600357285
2025-05-16 07:04:55.010,Bitcoin,103992.82840419417
2025-05-16 08:07:16.320,Bitcoin,103754.42490400397
2025-05-16 09:09:52.578,Bitcoin,103448.92558696079
2025-05-16 10:04:44.423,Bitcoin,103745.43202947287
2025-05-16 11:08:18.896,Bitcoin,103870.40503140159
2025-05-16 12:01:09.062,Bitcoin,103672.28959796879
2025-05-16 13:04:53.085,Bitcoin,103626.44459045639
2025-05-16 14:05:00.515,Bitcoin,103878.14561854265
2025-05-16 15:04:01.870,Bitcoin,103647.16205373578
2025-05-16 16:09:49.969,Bitcoin,104160.56764282625
2025-05-16 17:04:23.203,Bitcoin,104068.97915372228
2025-05-16 18:04:38.044,Bitcoin,103976.81475435526
2025-05-16 19:04:59.413,Bitcoin,103804.54780310261
2025-05-16 20:04:58.487,Bitcoin,103799.70381025353
2025-05-16 21:04:51.917,Bitcoin,103617.4746044224
2025-05-16 22:04:58.222,Bitcoin,103673.4945246536
2025-05-16 23:04:33.139,Bitcoin,103467.28985993791
2025-05-17 00:09:40.062,Bitcoin,103533.26669721663
2025-05-17 01:04:57.036,Bitcoin,103374.05076215406
2025-05-17 02:04:54.627,Bitcoin,102834.21312072649
2025-05-17 03:09:36.276,Bitcoin,103261.20227671404
2025-05-17 04:04:41.885,Bitcoin,103427.18317517905
2025-05-17 05:06:11.449,Bitcoin,103624.29922408522
2025-05-17 06:04:49.765,Bitcoin,103447.46486301252
2025-05-17 07:09:34.446,Bitcoin,103477.33282267097
2025-05-17 08:09:21.812,Bitcoin,103461.57411690436
2025-05-17 09:09:45.561,Bitcoin,103486.17664215172
2025-05-17 10:09:45.506,Bitcoin,102953.19338310153
2025-05-17 11:08:16.204,Bitcoin,102888.81365330738
2025-05-17 12:04:43.260,Bitcoin,103006.73892894214
2025-05-17 13:04:59.926,Bitcoin,102970.03327807052
2025-05-17 14:05:34.448,Bitcoin,102770.92765223501
2025-05-17 15:02:24.629,Bitcoin,103084.1477956473
2025-05-17 16:04:29.896,Bitcoin,103048.13639309886
2025-05-17 17:08:30.636,Bitcoin,102939.38321692156
2025-05-17 18:04:45.129,Bitcoin,103228.47165623815
2025-05-17 19:04:11.011,Bitcoin,103150.84851261016
2025-05-17 20:09:43.594,Bitcoin,103190.37357819127
2025-05-17 21:04:31.186,Bitcoin,103328.79249857902
2025-05-17 22:04:45.468,Bitcoin,103243.00007011925
2025-05-17 23:04:50.206,Bitcoin,103058.42662008991
2025-05-18 00:06:32.399,Bitcoin,103194.65650649132
2025-05-18 01:04:54.044,Bitcoin,103327.24481798257
2025-05-18 02:04:49.672,Bitcoin,103267.63750333845
2025-05-18 03:04:56.266,Bitcoin,103352.28257714226
2025-05-18 04:04:46.830,Bitcoin,103299.05914787803
2025-05-18 05:05:28.844,Bitcoin,103355.71135042422
2025-05-18 06:04:10.198,Bitcoin,103572.153611391
2025-05-18 07:04:40.548,Bitcoin,103454.258403256
2025-05-18 08:07:28.149,Bitcoin,103939.79715898632
2025-05-18 09:01:59.763,Bitcoin,103957.51238379734
2025-05-18 10:04:36.090,Bitcoin,103932.06434509694
2025-05-18 11:00:42.740,Bitcoin,103858.01525131274
2025-05-18 12:03:35.684,Bitcoin,103879.27506436742
2025-05-18 13:07:50.856,Bitcoin,103917.6748144419
2025-05-18 14:03:08.199,Bitcoin,104358.7947429362
2025-05-18 15:05:56.300,Bitcoin,105248.97875365856
2025-05-18 16:02:00.858,Bitcoin,105489.05721365198
2025-05-18 17:09:45.493,Bitcoin,105617.89582136768
2025-05-18 18:04:51.334,Bitcoin,105225.03435811208
2025-05-18 19:01:28.391,Bitcoin,104765.1482168906
2025-05-18 20:09:36.186,Bitcoin,103978.61566865668
2025-05-18 21:04:46.978,Bitcoin,104252.70272876776
2025-05-18 22:04:39.901,Bitcoin,104348.16945412189
2025-05-18 23:04:41.679,Bitcoin,105427.48904875397
2025-05-19 00:02:08.131,Bitcoin,106139.68550864227
2025-05-19 01:09:40.508,Bitcoin,105437.01050324997
2025-05-19 02:04:50.863,Bitcoin,105096.5284516676
2025-05-19 03:05:32.868,Bitcoin,104838.70371804148
2025-05-19 04:04:58.596,Bitcoin,103772.36372351332
2025-05-19 05:04:42.328,Bitcoin,103094.56691113103
2025-05-19 06:01:00.737,Bitcoin,102967.7704388321
2025-05-19 07:04:33.396,Bitcoin,102381.2104823244
2025-05-19 08:06:40.888,Bitcoin,103123.7868453361
2025-05-19 09:04:59.783,Bitcoin,103196.68223062064
2025-05-19 10:09:48.309,Bitcoin,103065.3005647513
2025-05-19 11:04:51.669,Bitcoin,103017.96554457302
2025-05-19 12:02:58.324,Bitcoin,102997.32804027783
2025-05-19 13:04:52.399,Bitcoin,102430.42377901066
2025-05-19 14:02:36.424,Bitcoin,103154.46317414453
2025-05-19 15:07:55.091,Bitcoin,104220.6102128076
2025-05-19 16:06:16.102,Bitcoin,104836.37399450976
2025-05-19 17:09:54.286,Bitcoin,105198.84427783277
2025-05-19 18:09:44.875,Bitcoin,105400.64224825481
2025-05-19 19:02:32.435,Bitcoin,104880.26082573306
2025-05-19 20:09:32.013,Bitcoin,105483.24685112822
2025-05-19 21:09:50.298,Bitcoin,105474.85779660604
2025-05-19 22:03:49.297,Bitcoin,105370.28430321654
2025-05-19 23:02:45.398,Bitcoin,105563.46876771093
2025-05-20 00:09:37.157,Bitcoin,105663.20354903601
2025-05-20 01:12:29.720,Bitcoin,105954.58937111168
2025-05-20 02:07:37.659,Bitcoin,106518.35886707173
2025-05-20 03:04:49.896,Bitcoin,106213.00243528716
2025-05-20 04:09:34.546,Bitcoin,105704.92960225897
2025-05-20 05:08:33.134,Bitcoin,106000.05837647662
2025-05-20 06:03:37.411,Bitcoin,106180.53385959675
2025-05-20 07:03:17.624,Bitcoin,105571.21456623028
2025-05-20 08:03:40.043,Bitcoin,105098.96222700436
2025-05-20 09:02:23.575,Bitcoin,105132.78539854169
2025-05-20 10:03:28.964,Bitcoin,105335.88358591389
2025-05-20 11:03:53.561,Bitcoin,105108.95454542089
2025-05-20 12:04:05.961,Bitcoin,105290.92949721494
2025-05-20 13:03:37.209,Bitcoin,104783.15991167142
2025-05-20 14:03:44.154,Bitcoin,104387.66509118448
2025-05-20 15:03:36.675,Bitcoin,104699.4194788197
2025-05-20 16:06:32.254,Bitcoin,105320.90282923858
2025-05-20 17:03:32.682,Bitcoin,105321.47853626123
2025-05-20 18:02:08.129,Bitcoin,106214.94694946974
2025-05-20 19:03:22.368,Bitcoin,105617.25144004321
2025-05-20 20:08:19.829,Bitcoin,106766.70827506462
2025-05-20 21:03:46.365,Bitcoin,106873.03984532565
2025-05-20 22:03:47.739,Bitcoin,106605.25880615096
2025-05-20 23:03:16.299,Bitcoin,106566.5101429697
2025-05-20 23:14:24.000,Bitcoin,106831.32849808842
2025-05-13 23:04:04.311,Ethereum,2692.6072947156576
2025-05-14 00:06:32.173,Ethereum,2676.639163127913
2025-05-14 01:04:38.876,Ethereum,2690.3732925170607
2025-05-14 02:04:45.823,Ethereum,2683.5774597263307
2025-05-14 03:02:21.297,Ethereum,2647.1271171903522
2025-05-14 04:07:41.781,Ethereum,2642.250566353624
2025-05-14 05:04:27.446,Ethereum,2663.3081856012195
2025-05-14 06:04:43.821,Ethereum,2672.604896794861
2025-05-14 07:03:05.824,Ethereum,2670.3539283361374
2025-05-14 08:01:57.862,Ethereum,2650.4831851815356
2025-05-14 09:04:42.339,Ethereum,2619.282307934333
2025-05-14 10:04:00.936,Ethereum,2605.246018876184
2025-05-14 11:04:54.312,Ethereum,2599.7889780442815
2025-05-14 12:06:19.545,Ethereum,2621.652196289827
2025-05-14 13:07:18.252,Ethereum,2614.383082608857
2025-05-14 14:04:46.386,Ethereum,2601.6724286542085
2025-05-14 15:18:34.703,Ethereum,2580.419455497946
2025-05-14 16:04:49.865,Ethereum,2592.4745383188683
2025-05-14 17:07:18.135,Ethereum,2587.1170258836414
2025-05-14 18:11:58.834,Ethereum,2587.940237457179
2025-05-14 19:04:49.539,Ethereum,2599.2146715401036
2025-05-14 20:01:59.041,Ethereum,2605.3313758060663
2025-05-14 21:04:56.151,Ethereum,2604.0176546505113
2025-05-14 22:04:56.032,Ethereum,2599.0294612168564
2025-05-14 23:04:37.885,Ethereum,2596.3996340952376
2025-05-15 00:09:49.981,Ethereum,2609.010738285919
2025-05-15 01:07:56.163,Ethereum,2635.9021502165165
2025-05-15 02:00:58.307,Ethereum,2594.575800503881
2025-05-15 03:08:03.653,Ethereum,2592.7810169977756
2025-05-15 04:09:06.866,Ethereum,2578.734771895038
2025-05-15 05:04:35.192,Ethereum,2589.383247071365
2025-05-15 06:09:54.073,Ethereum,2574.47085519388
2025-05-15 07:06:47.521,Ethereum,2570.8327120955623
2025-05-15 08:04:45.952,Ethereum,2534.558520582415
2025-05-15 09:09:55.648,Ethereum,2557.8530783618153
2025-05-15 10:09:47.521,Ethereum,2538.1500465104095
2025-05-15 11:09:50.058,Ethereum,2539.6627200802664
2025-05-15 12:09:33.915,Ethereum,2554.1279846172924
2025-05-15 13:04:54.662,Ethereum,2558.5851458575667
2025-05-15 14:04:56.627,Ethereum,2540.0974737332403
2025-05-15 15:04:50.559,Ethereum,2498.0099653226157
2025-05-15 16:06:00.329,Ethereum,2553.1223188927756
2025-05-15 17:09:42.575,Ethereum,2582.0736709573835
2025-05-15 18:09:31.416,Ethereum,2582.7428605349896
2025-05-15 19:03:34.283,Ethereum,2530.5033799659595
2025-05-15 20:04:57.137,Ethereum,2531.073450307276
2025-05-15 21:04:58.087,Ethereum,2536.0546164029306
2025-05-15 22:04:38.350,Ethereum,2534.4805502687436
2025-05-15 23:08:37.501,Ethereum,2547.3021542428714
2025-05-16 00:02:21.378,Ethereum,2545.164709532804
2025-05-16 01:09:56.884,Ethereum,2547.9675686436753
2025-05-16 02:00:00.759,Ethereum,2560.6618490828914
2025-05-16 03:09:58.385,Ethereum,2573.0438033332252
2025-05-16 04:04:47.439,Ethereum,2577.256476750408
2025-05-16 05:09:44.807,Ethereum,2573.615865195518
2025-05-16 06:09:28.564,Ethereum,2592.7251846137797
2025-05-16 07:04:55.028,Ethereum,2596.529468272622
2025-05-16 08:01:12.763,Ethereum,2602.902408338982
2025-05-16 09:09:52.670,Ethereum,2570.797399622884
2025-05-16 10:06:08.004,Ethereum,2611.309921716259
2025-05-16 11:07:26.083,Ethereum,2625.767716928986
2025-05-16 12:00:56.976,Ethereum,2623.2676655805617
2025-05-16 13:04:48.300,Ethereum,2602.947385198418
2025-05-16 14:05:25.853,Ethereum,2605.8338171387136
2025-05-16 15:01:10.432,Ethereum,2585.846485594543
2025-05-16 16:09:49.740,Ethereum,2593.126551929814
2025-05-16 17:08:33.541,Ethereum,2584.7486201111797
2025-05-16 18:04:25.584,Ethereum,2582.036350469725
2025-05-16 19:04:57.400,Ethereum,2587.023284299048
2025-05-16 20:04:43.438,Ethereum,2585.911962644756
2025-05-16 21:01:15.469,Ethereum,2567.4109901568727
2025-05-16 22:00:58.350,Ethereum,2570.3422398822163
2025-05-16 23:04:44.585,Ethereum,2546.2337063140153
2025-05-17 00:09:40.648,Ethereum,2540.1707179128266
2025-05-17 01:04:52.668,Ethereum,2506.6753422614074
2025-05-17 02:04:53.854,Ethereum,2480.600619380282
2025-05-17 03:04:53.171,Ethereum,2488.7191793761926
2025-05-17 04:06:49.969,Ethereum,2495.5494905613145
2025-05-17 05:04:42.404,Ethereum,2506.3456236947027
2025-05-17 06:09:48.817,Ethereum,2488.7154249662867
2025-05-17 07:09:36.150,Ethereum,2492.3291337766423
2025-05-17 08:04:45.695,Ethereum,2492.5131505112663
2025-05-17 09:09:53.382,Ethereum,2486.5222805481617
2025-05-17 10:09:45.467,Ethereum,2481.203156344918
2025-05-17 11:09:28.393,Ethereum,2483.86592123914
2025-05-17 12:03:43.209,Ethereum,2484.468366109973
2025-05-17 13:02:39.504,Ethereum,2478.149153543606
2025-05-17 14:06:02.020,Ethereum,2458.8441592006197
2025-05-17 15:01:58.242,Ethereum,2479.9934266278015
2025-05-17 16:03:30.772,Ethereum,2478.6177260779464
2025-05-17 17:08:22.957,Ethereum,2462.241924926455
2025-05-17 18:04:39.265,Ethereum,2474.8645858948557
2025-05-17 19:04:26.508,Ethereum,2474.8111068284466
2025-05-17 20:07:46.002,Ethereum,2473.8835339716798
2025-05-17 21:07:47.738,Ethereum,2483.068045267888
2025-05-17 22:04:40.302,Ethereum,2485.991156056452
2025-05-17 23:04:49.004,Ethereum,2462.5921144113718
2025-05-18 00:06:33.314,Ethereum,2476.1381403269975
2025-05-18 01:04:48.050,Ethereum,2478.3973825094936
2025-05-18 02:04:48.484,Ethereum,2482.404045957829
2025-05-18 03:04:57.185,Ethereum,2481.794375356485
2025-05-18 04:05:50.871,Ethereum,2479.491292796371
2025-05-18 05:04:44.303,Ethereum,2485.336324789543
2025-05-18 06:01:21.595,Ethereum,2507.997261415804
2025-05-18 07:07:35.994,Ethereum,2498.071958809907
2025-05-18 08:06:38.909,Ethereum,2508.225832929976
2025-05-18 09:02:42.256,Ethereum,2520.6672436076537
2025-05-18 10:02:39.668,Ethereum,2511.7531839533694
2025-05-18 11:02:41.275,Ethereum,2504.659427984933
2025-05-18 12:04:40.044,Ethereum,2504.6818401916885
2025-05-18 13:09:20.470,Ethereum,2506.100399298591
2025-05-18 14:09:57.200,Ethereum,2526.4275317572856
2025-05-18 15:09:42.890,Ethereum,2555.6649754079067
2025-05-18 16:09:34.399,Ethereum,2575.9898635458676
2025-05-18 17:09:45.688,Ethereum,2572.0945536827076
2025-05-18 18:09:42.882,Ethereum,2513.716035118618
2025-05-18 19:00:47.242,Ethereum,2471.5628888085416
2025-05-18 20:09:40.179,Ethereum,2406.548808141917
2025-05-18 21:01:41.117,Ethereum,2396.875493358906
2025-05-18 22:02:32.711,Ethereum,2417.6903103142035
2025-05-18 23:04:42.535,Ethereum,2433.234095580067
2025-05-19 00:03:14.193,Ethereum,2473.8388724116753
2025-05-19 01:09:39.906,Ethereum,2442.8263844996154
2025-05-19 02:04:53.392,Ethereum,2432.2299411608524
2025-05-19 03:05:33.206,Ethereum,2408.593010315303
2025-05-19 04:04:58.525,Ethereum,2386.6355426158184
2025-05-19 05:04:36.396,Ethereum,2370.8394723665187
2025-05-19 06:01:06.511,Ethereum,2379.529587610473
2025-05-19 07:04:33.630,Ethereum,2371.09160363549
2025-05-19 08:04:58.277,Ethereum,2404.1273345300633
2025-05-19 09:04:58.120,Ethereum,2403.22123013882
2025-05-19 10:09:47.948,Ethereum,2407.2132176724162
2025-05-19 11:09:42.235,Ethereum,2412.664347409646
2025-05-19 12:09:37.723,Ethereum,2417.265492533581
2025-05-19 13:04:46.371,Ethereum,2397.258909546654
2025-05-19 14:02:21.031,Ethereum,2427.263660528342
2025-05-19 15:09:29.021,Ethereum,2450.2203728318386
2025-05-19 16:04:59.864,Ethereum,2463.755062721722
2025-05-19 17:09:53.418,Ethereum,2495.1987290344828
2025-05-19 18:09:45.372,Ethereum,2515.758548892882
2025-05-19 19:01:02.458,Ethereum,2495.157597158679
2025-05-19 20:08:54.109,Ethereum,2519.618669522085
2025-05-19 21:09:51.341,Ethereum,2521.8274378683736
2025-05-19 22:04:47.319,Ethereum,2517.148307128567
2025-05-19 23:06:42.648,Ethereum,2503.3632536763234
2025-05-20 00:09:00.544,Ethereum,2530.030833562055
2025-05-20 01:12:29.983,Ethereum,2520.400338498342
2025-05-20 02:04:57.711,Ethereum,2539.060085876319
2025-05-20 03:04:50.627,Ethereum,2568.5224960658747
2025-05-20 04:09:30.138,Ethereum,2552.086398484491
2025-05-20 05:08:32.982,Ethereum,2565.5996066733564
2025-05-20 06:03:37.774,Ethereum,2565.173177011731
2025-05-20 07:08:09.940,Ethereum,2544.03483430021
2025-05-20 08:03:38.162,Ethereum,2531.92013089243
2025-05-20 09:03:53.439,Ethereum,2531.381103717653
2025-05-20 10:03:30.830,Ethereum,2531.288312362076
2025-05-20 11:03:54.169,Ethereum,2515.267111753899
2025-05-20 12:04:03.012,Ethereum,2514.696518916988
2025-05-20 13:03:38.686,Ethereum,2490.8595777583982
2025-05-20 14:03:41.980,Ethereum,2478.4674832257397
2025-05-20 15:03:31.947,Ethereum,2475.3544815257487
2025-05-20 16:06:20.111,Ethereum,2483.7599158034914
2025-05-20 17:03:32.833,Ethereum,2478.5386942519303
2025-05-20 18:03:55.061,Ethereum,2499.0372618997535
2025-05-20 19:03:22.760,Ethereum,2466.085801537128
2025-05-20 20:08:20.657,Ethereum,2494.8380772328223
2025-05-20 21:03:35.381,Ethereum,2511.1231478687814
2025-05-20 22:03:43.593,Ethereum,2507.6612680688354
